Title,track_id,track_features,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Sailin' On,4P8n1pWj2xQnaBjy1rvZ3o,"{'danceability': 0.139, 'energy': 0.795, 'key': 0, 'loudness': -12.428, 'mode': 1, 'speechiness': 0.0581, 'acousticness': 0.00251, 'instrumentalness': 4.72e-05, 'liveness': 0.614, 'valence': 0.0754, 'tempo': 82.083, 'type': 'audio_features', 'id': '4P8n1pWj2xQnaBjy1rvZ3o', 'uri': 'spotify:track:4P8n1pWj2xQnaBjy1rvZ3o', 'track_href': 'https://api.spotify.com/v1/tracks/4P8n1pWj2xQnaBjy1rvZ3o', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4P8n1pWj2xQnaBjy1rvZ3o', 'duration_ms': 115040, 'time_signature': 4}",0.139,0.795,0,-12.428,1,0.0581,0.00251,4.72e-05,0.614,0.0754,82.083,audio_features,4P8n1pWj2xQnaBjy1rvZ3o,spotify:track:4P8n1pWj2xQnaBjy1rvZ3o,https://api.spotify.com/v1/tracks/4P8n1pWj2xQnaBjy1rvZ3o,https://api.spotify.com/v1/audio-analysis/4P8n1pWj2xQnaBjy1rvZ3o,115040,4
Hail to the King,5anCkDvJ17aznvK5TED5uo,"{'danceability': 0.58, 'energy': 0.916, 'key': 3, 'loudness': -4.358, 'mode': 0, 'speechiness': 0.0387, 'acousticness': 0.000297, 'instrumentalness': 0.0259, 'liveness': 0.126, 'valence': 0.683, 'tempo': 118.004, 'type': 'audio_features', 'id': '5anCkDvJ17aznvK5TED5uo', 'uri': 'spotify:track:5anCkDvJ17aznvK5TED5uo', 'track_href': 'https://api.spotify.com/v1/tracks/5anCkDvJ17aznvK5TED5uo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5anCkDvJ17aznvK5TED5uo', 'duration_ms': 305907, 'time_signature': 4}",0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,audio_features,5anCkDvJ17aznvK5TED5uo,spotify:track:5anCkDvJ17aznvK5TED5uo,https://api.spotify.com/v1/tracks/5anCkDvJ17aznvK5TED5uo,https://api.spotify.com/v1/audio-analysis/5anCkDvJ17aznvK5TED5uo,305907,4
The Trooper - 2015 remaster,2C3B3dva983HPMojFqWLOp,"{'danceability': 0.286, 'energy': 0.907, 'key': 4, 'loudness': -4.601, 'mode': 0, 'speechiness': 0.0702, 'acousticness': 0.0326, 'instrumentalness': 0.00837, 'liveness': 0.311, 'valence': 0.662, 'tempo': 159.756, 'type': 'audio_features', 'id': '2C3B3dva983HPMojFqWLOp', 'uri': 'spotify:track:2C3B3dva983HPMojFqWLOp', 'track_href': 'https://api.spotify.com/v1/tracks/2C3B3dva983HPMojFqWLOp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2C3B3dva983HPMojFqWLOp', 'duration_ms': 252733, 'time_signature': 4}",0.286,0.907,4,-4.601,0,0.0702,0.0326,0.00837,0.311,0.662,159.756,audio_features,2C3B3dva983HPMojFqWLOp,spotify:track:2C3B3dva983HPMojFqWLOp,https://api.spotify.com/v1/tracks/2C3B3dva983HPMojFqWLOp,https://api.spotify.com/v1/audio-analysis/2C3B3dva983HPMojFqWLOp,252733,4
I Wanna Dance with Somebody (Who Loves Me),0cbBZFEMcIsQujl5dIdcdi,"{'danceability': 0.439, 'energy': 0.171, 'key': 2, 'loudness': -12.894, 'mode': 1, 'speechiness': 0.0654, 'acousticness': 0.8, 'instrumentalness': 0.000121, 'liveness': 0.0855, 'valence': 0.261, 'tempo': 176.699, 'type': 'audio_features', 'id': '0cbBZFEMcIsQujl5dIdcdi', 'uri': 'spotify:track:0cbBZFEMcIsQujl5dIdcdi', 'track_href': 'https://api.spotify.com/v1/tracks/0cbBZFEMcIsQujl5dIdcdi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0cbBZFEMcIsQujl5dIdcdi', 'duration_ms': 182241, 'time_signature': 3}",0.439,0.171,2,-12.894,1,0.0654,0.8,0.000121,0.0855,0.261,176.699,audio_features,0cbBZFEMcIsQujl5dIdcdi,spotify:track:0cbBZFEMcIsQujl5dIdcdi,https://api.spotify.com/v1/tracks/0cbBZFEMcIsQujl5dIdcdi,https://api.spotify.com/v1/audio-analysis/0cbBZFEMcIsQujl5dIdcdi,182241,3
Amoeba,0HAqq2GcQKyi3s87GuN7jU,"{'danceability': 0.739, 'energy': 0.491, 'key': 6, 'loudness': -11.515, 'mode': 1, 'speechiness': 0.027, 'acousticness': 0.791, 'instrumentalness': 0.0366, 'liveness': 0.1, 'valence': 0.707, 'tempo': 111.008, 'type': 'audio_features', 'id': '0HAqq2GcQKyi3s87GuN7jU', 'uri': 'spotify:track:0HAqq2GcQKyi3s87GuN7jU', 'track_href': 'https://api.spotify.com/v1/tracks/0HAqq2GcQKyi3s87GuN7jU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0HAqq2GcQKyi3s87GuN7jU', 'duration_ms': 228922, 'time_signature': 4}",0.739,0.491,6,-11.515,1,0.027,0.791,0.0366,0.1,0.707,111.008,audio_features,0HAqq2GcQKyi3s87GuN7jU,spotify:track:0HAqq2GcQKyi3s87GuN7jU,https://api.spotify.com/v1/tracks/0HAqq2GcQKyi3s87GuN7jU,https://api.spotify.com/v1/audio-analysis/0HAqq2GcQKyi3s87GuN7jU,228922,4
Paranoid,4MSqgoFS7e8LpsxeeMMVMu,"{'danceability': 0.429, 'energy': 0.631, 'key': 4, 'loudness': -11.514, 'mode': 0, 'speechiness': 0.0769, 'acousticness': 7.85e-05, 'instrumentalness': 0.00411, 'liveness': 0.175, 'valence': 0.376, 'tempo': 162.734, 'type': 'audio_features', 'id': '4MSqgoFS7e8LpsxeeMMVMu', 'uri': 'spotify:track:4MSqgoFS7e8LpsxeeMMVMu', 'track_href': 'https://api.spotify.com/v1/tracks/4MSqgoFS7e8LpsxeeMMVMu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4MSqgoFS7e8LpsxeeMMVMu', 'duration_ms': 168440, 'time_signature': 4}",0.429,0.631,4,-11.514,0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,audio_features,4MSqgoFS7e8LpsxeeMMVMu,spotify:track:4MSqgoFS7e8LpsxeeMMVMu,https://api.spotify.com/v1/tracks/4MSqgoFS7e8LpsxeeMMVMu,https://api.spotify.com/v1/audio-analysis/4MSqgoFS7e8LpsxeeMMVMu,168440,4
Given Up,1fLlRApgzxWweF1JTf8yM5,"{'danceability': 0.655, 'energy': 0.885, 'key': 7, 'loudness': -4.116, 'mode': 1, 'speechiness': 0.0438, 'acousticness': 0.00117, 'instrumentalness': 0.000473, 'liveness': 0.0448, 'valence': 0.938, 'tempo': 100.088, 'type': 'audio_features', 'id': '1fLlRApgzxWweF1JTf8yM5', 'uri': 'spotify:track:1fLlRApgzxWweF1JTf8yM5', 'track_href': 'https://api.spotify.com/v1/tracks/1fLlRApgzxWweF1JTf8yM5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1fLlRApgzxWweF1JTf8yM5', 'duration_ms': 189293, 'time_signature': 4}",0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,audio_features,1fLlRApgzxWweF1JTf8yM5,spotify:track:1fLlRApgzxWweF1JTf8yM5,https://api.spotify.com/v1/tracks/1fLlRApgzxWweF1JTf8yM5,https://api.spotify.com/v1/audio-analysis/1fLlRApgzxWweF1JTf8yM5,189293,4
Suburban Home,7Meu81YN9Ols2nQdbkKbbh,"{'danceability': 0.385, 'energy': 0.776, 'key': 2, 'loudness': -9.347, 'mode': 1, 'speechiness': 0.0389, 'acousticness': 3.82e-05, 'instrumentalness': 0, 'liveness': 0.346, 'valence': 0.833, 'tempo': 99.772, 'type': 'audio_features', 'id': '7Meu81YN9Ols2nQdbkKbbh', 'uri': 'spotify:track:7Meu81YN9Ols2nQdbkKbbh', 'track_href': 'https://api.spotify.com/v1/tracks/7Meu81YN9Ols2nQdbkKbbh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7Meu81YN9Ols2nQdbkKbbh', 'duration_ms': 100333, 'time_signature': 3}",0.385,0.776,2,-9.347,1,0.0389,3.82e-05,0.0,0.346,0.833,99.772,audio_features,7Meu81YN9Ols2nQdbkKbbh,spotify:track:7Meu81YN9Ols2nQdbkKbbh,https://api.spotify.com/v1/tracks/7Meu81YN9Ols2nQdbkKbbh,https://api.spotify.com/v1/audio-analysis/7Meu81YN9Ols2nQdbkKbbh,100333,3
Johnny Too Bad,5BftfJXqAWNRkgxASelSrd,"{'danceability': 0.764, 'energy': 0.606, 'key': 7, 'loudness': -8.754, 'mode': 1, 'speechiness': 0.155, 'acousticness': 0.106, 'instrumentalness': 0.179, 'liveness': 0.267, 'valence': 0.717, 'tempo': 165.795, 'type': 'audio_features', 'id': '5BftfJXqAWNRkgxASelSrd', 'uri': 'spotify:track:5BftfJXqAWNRkgxASelSrd', 'track_href': 'https://api.spotify.com/v1/tracks/5BftfJXqAWNRkgxASelSrd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5BftfJXqAWNRkgxASelSrd', 'duration_ms': 183200, 'time_signature': 4}",0.764,0.606,7,-8.754,1,0.155,0.106,0.179,0.267,0.717,165.795,audio_features,5BftfJXqAWNRkgxASelSrd,spotify:track:5BftfJXqAWNRkgxASelSrd,https://api.spotify.com/v1/tracks/5BftfJXqAWNRkgxASelSrd,https://api.spotify.com/v1/audio-analysis/5BftfJXqAWNRkgxASelSrd,183200,4
Self Control,6JNJERZGJwDVgkmbohBw7u,"{'danceability': 0.814, 'energy': 0.686, 'key': 6, 'loudness': -12.172, 'mode': 0, 'speechiness': 0.0342, 'acousticness': 0.219, 'instrumentalness': 0.00382, 'liveness': 0.155, 'valence': 0.778, 'tempo': 106.679, 'type': 'audio_features', 'id': '6JNJERZGJwDVgkmbohBw7u', 'uri': 'spotify:track:6JNJERZGJwDVgkmbohBw7u', 'track_href': 'https://api.spotify.com/v1/tracks/6JNJERZGJwDVgkmbohBw7u', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6JNJERZGJwDVgkmbohBw7u', 'duration_ms': 246440, 'time_signature': 4}",0.814,0.686,6,-12.172,0,0.0342,0.219,0.00382,0.155,0.778,106.679,audio_features,6JNJERZGJwDVgkmbohBw7u,spotify:track:6JNJERZGJwDVgkmbohBw7u,https://api.spotify.com/v1/tracks/6JNJERZGJwDVgkmbohBw7u,https://api.spotify.com/v1/audio-analysis/6JNJERZGJwDVgkmbohBw7u,246440,4
Smoke on the Water,5SAUIWdZ04OxYfJFDchC7S,"{'danceability': 0.632, 'energy': 0.586, 'key': 0, 'loudness': -11.333, 'mode': 1, 'speechiness': 0.0284, 'acousticness': 0.0983, 'instrumentalness': 0.581, 'liveness': 0.0535, 'valence': 0.89, 'tempo': 114.243, 'type': 'audio_features', 'id': '5SAUIWdZ04OxYfJFDchC7S', 'uri': 'spotify:track:5SAUIWdZ04OxYfJFDchC7S', 'track_href': 'https://api.spotify.com/v1/tracks/5SAUIWdZ04OxYfJFDchC7S', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5SAUIWdZ04OxYfJFDchC7S', 'duration_ms': 342173, 'time_signature': 4}",0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,audio_features,5SAUIWdZ04OxYfJFDchC7S,spotify:track:5SAUIWdZ04OxYfJFDchC7S,https://api.spotify.com/v1/tracks/5SAUIWdZ04OxYfJFDchC7S,https://api.spotify.com/v1/audio-analysis/5SAUIWdZ04OxYfJFDchC7S,342173,4
Pressure Drop,2EISedV2npKMtvygkykV2r,"{'danceability': 0.653, 'energy': 0.459, 'key': 8, 'loudness': -12.18, 'mode': 1, 'speechiness': 0.0369, 'acousticness': 0.603, 'instrumentalness': 0, 'liveness': 0.0536, 'valence': 0.986, 'tempo': 146.296, 'type': 'audio_features', 'id': '2EISedV2npKMtvygkykV2r', 'uri': 'spotify:track:2EISedV2npKMtvygkykV2r', 'track_href': 'https://api.spotify.com/v1/tracks/2EISedV2npKMtvygkykV2r', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2EISedV2npKMtvygkykV2r', 'duration_ms': 176693, 'time_signature': 4}",0.653,0.459,8,-12.18,1,0.0369,0.603,0.0,0.0536,0.986,146.296,audio_features,2EISedV2npKMtvygkykV2r,spotify:track:2EISedV2npKMtvygkykV2r,https://api.spotify.com/v1/tracks/2EISedV2npKMtvygkykV2r,https://api.spotify.com/v1/audio-analysis/2EISedV2npKMtvygkykV2r,176693,4
Just Like Heaven,76GlO5H5RT6g7y0gev86Nk,"{'danceability': 0.43, 'energy': 0.971, 'key': 9, 'loudness': -3.845, 'mode': 1, 'speechiness': 0.0524, 'acousticness': 0.0271, 'instrumentalness': 2.16e-05, 'liveness': 0.185, 'valence': 0.764, 'tempo': 151.219, 'type': 'audio_features', 'id': '76GlO5H5RT6g7y0gev86Nk', 'uri': 'spotify:track:76GlO5H5RT6g7y0gev86Nk', 'track_href': 'https://api.spotify.com/v1/tracks/76GlO5H5RT6g7y0gev86Nk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/76GlO5H5RT6g7y0gev86Nk', 'duration_ms': 212000, 'time_signature': 4}",0.43,0.971,9,-3.845,1,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,audio_features,76GlO5H5RT6g7y0gev86Nk,spotify:track:76GlO5H5RT6g7y0gev86Nk,https://api.spotify.com/v1/tracks/76GlO5H5RT6g7y0gev86Nk,https://api.spotify.com/v1/audio-analysis/76GlO5H5RT6g7y0gev86Nk,212000,4
Nightmare,4UEo1b0wWrtHMC8bVqPiH8,"{'danceability': 0.554, 'energy': 0.949, 'key': 2, 'loudness': -4.928, 'mode': 1, 'speechiness': 0.0787, 'acousticness': 0.000318, 'instrumentalness': 9.98e-05, 'liveness': 0.2, 'valence': 0.233, 'tempo': 129.984, 'type': 'audio_features', 'id': '4UEo1b0wWrtHMC8bVqPiH8', 'uri': 'spotify:track:4UEo1b0wWrtHMC8bVqPiH8', 'track_href': 'https://api.spotify.com/v1/tracks/4UEo1b0wWrtHMC8bVqPiH8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4UEo1b0wWrtHMC8bVqPiH8', 'duration_ms': 374453, 'time_signature': 4}",0.554,0.949,2,-4.928,1,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,audio_features,4UEo1b0wWrtHMC8bVqPiH8,spotify:track:4UEo1b0wWrtHMC8bVqPiH8,https://api.spotify.com/v1/tracks/4UEo1b0wWrtHMC8bVqPiH8,https://api.spotify.com/v1/audio-analysis/4UEo1b0wWrtHMC8bVqPiH8,374453,4
Psychosocial,2MvIMgtWyK88OiPi0J8Dg3,"{'danceability': 0.576, 'energy': 0.989, 'key': 2, 'loudness': -1.909, 'mode': 1, 'speechiness': 0.112, 'acousticness': 0.00252, 'instrumentalness': 0.0032, 'liveness': 0.0243, 'valence': 0.352, 'tempo': 135.093, 'type': 'audio_features', 'id': '2MvIMgtWyK88OiPi0J8Dg3', 'uri': 'spotify:track:2MvIMgtWyK88OiPi0J8Dg3', 'track_href': 'https://api.spotify.com/v1/tracks/2MvIMgtWyK88OiPi0J8Dg3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2MvIMgtWyK88OiPi0J8Dg3', 'duration_ms': 283400, 'time_signature': 4}",0.576,0.989,2,-1.909,1,0.112,0.00252,0.0032,0.0243,0.352,135.093,audio_features,2MvIMgtWyK88OiPi0J8Dg3,spotify:track:2MvIMgtWyK88OiPi0J8Dg3,https://api.spotify.com/v1/tracks/2MvIMgtWyK88OiPi0J8Dg3,https://api.spotify.com/v1/audio-analysis/2MvIMgtWyK88OiPi0J8Dg3,283400,4
White Rabbit,4vpeKl0vMGdAXpZiQB2Dtd,"{'danceability': 0.551, 'energy': 0.293, 'key': 2, 'loudness': -12.503, 'mode': 1, 'speechiness': 0.0272, 'acousticness': 0.486, 'instrumentalness': 0.000273, 'liveness': 0.0864, 'valence': 0.322, 'tempo': 106.798, 'type': 'audio_features', 'id': '4vpeKl0vMGdAXpZiQB2Dtd', 'uri': 'spotify:track:4vpeKl0vMGdAXpZiQB2Dtd', 'track_href': 'https://api.spotify.com/v1/tracks/4vpeKl0vMGdAXpZiQB2Dtd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4vpeKl0vMGdAXpZiQB2Dtd', 'duration_ms': 150640, 'time_signature': 4}",0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,audio_features,4vpeKl0vMGdAXpZiQB2Dtd,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,https://api.spotify.com/v1/tracks/4vpeKl0vMGdAXpZiQB2Dtd,https://api.spotify.com/v1/audio-analysis/4vpeKl0vMGdAXpZiQB2Dtd,150640,4
Somebody to Love,6cFZ4PLC19taNlpl9pbGMf,"{'danceability': 0.497, 'energy': 0.693, 'key': 8, 'loudness': -7.024, 'mode': 1, 'speechiness': 0.0565, 'acousticness': 0.19, 'instrumentalness': 0, 'liveness': 0.215, 'valence': 0.358, 'tempo': 111.539, 'type': 'audio_features', 'id': '6cFZ4PLC19taNlpl9pbGMf', 'uri': 'spotify:track:6cFZ4PLC19taNlpl9pbGMf', 'track_href': 'https://api.spotify.com/v1/tracks/6cFZ4PLC19taNlpl9pbGMf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6cFZ4PLC19taNlpl9pbGMf', 'duration_ms': 296493, 'time_signature': 3}",0.497,0.693,8,-7.024,1,0.0565,0.19,0.0,0.215,0.358,111.539,audio_features,6cFZ4PLC19taNlpl9pbGMf,spotify:track:6cFZ4PLC19taNlpl9pbGMf,https://api.spotify.com/v1/tracks/6cFZ4PLC19taNlpl9pbGMf,https://api.spotify.com/v1/audio-analysis/6cFZ4PLC19taNlpl9pbGMf,296493,3
What's Love Got to Do With It,4kOfxxnW1ukZdsNbCKY9br,"{'danceability': 0.851, 'energy': 0.406, 'key': 1, 'loudness': -11.631, 'mode': 1, 'speechiness': 0.0661, 'acousticness': 0.219, 'instrumentalness': 6.41e-06, 'liveness': 0.0853, 'valence': 0.792, 'tempo': 97.84, 'type': 'audio_features', 'id': '4kOfxxnW1ukZdsNbCKY9br', 'uri': 'spotify:track:4kOfxxnW1ukZdsNbCKY9br', 'track_href': 'https://api.spotify.com/v1/tracks/4kOfxxnW1ukZdsNbCKY9br', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4kOfxxnW1ukZdsNbCKY9br', 'duration_ms': 226880, 'time_signature': 4}",0.851,0.406,1,-11.631,1,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,audio_features,4kOfxxnW1ukZdsNbCKY9br,spotify:track:4kOfxxnW1ukZdsNbCKY9br,https://api.spotify.com/v1/tracks/4kOfxxnW1ukZdsNbCKY9br,https://api.spotify.com/v1/audio-analysis/4kOfxxnW1ukZdsNbCKY9br,226880,4
Toxic,3M214U0mwSm041GsQR3nrO,"{'danceability': 0.609, 'energy': 0.619, 'key': 11, 'loudness': -5.677, 'mode': 1, 'speechiness': 0.311, 'acousticness': 0.749, 'instrumentalness': 0, 'liveness': 0.264, 'valence': 0.689, 'tempo': 179.71, 'type': 'audio_features', 'id': '3M214U0mwSm041GsQR3nrO', 'uri': 'spotify:track:3M214U0mwSm041GsQR3nrO', 'track_href': 'https://api.spotify.com/v1/tracks/3M214U0mwSm041GsQR3nrO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3M214U0mwSm041GsQR3nrO', 'duration_ms': 168067, 'time_signature': 4}",0.609,0.619,11,-5.677,1,0.311,0.749,0.0,0.264,0.689,179.71,audio_features,3M214U0mwSm041GsQR3nrO,spotify:track:3M214U0mwSm041GsQR3nrO,https://api.spotify.com/v1/tracks/3M214U0mwSm041GsQR3nrO,https://api.spotify.com/v1/audio-analysis/3M214U0mwSm041GsQR3nrO,168067,4
Stricken,6RJdYpFQwLyNfDc5FbjkgV,"{'danceability': 0.402, 'energy': 0.969, 'key': 8, 'loudness': -2.825, 'mode': 1, 'speechiness': 0.181, 'acousticness': 9.14e-05, 'instrumentalness': 0.0325, 'liveness': 0.225, 'valence': 0.262, 'tempo': 173.847, 'type': 'audio_features', 'id': '6RJdYpFQwLyNfDc5FbjkgV', 'uri': 'spotify:track:6RJdYpFQwLyNfDc5FbjkgV', 'track_href': 'https://api.spotify.com/v1/tracks/6RJdYpFQwLyNfDc5FbjkgV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6RJdYpFQwLyNfDc5FbjkgV', 'duration_ms': 245227, 'time_signature': 4}",0.402,0.969,8,-2.825,1,0.181,9.14e-05,0.0325,0.225,0.262,173.847,audio_features,6RJdYpFQwLyNfDc5FbjkgV,spotify:track:6RJdYpFQwLyNfDc5FbjkgV,https://api.spotify.com/v1/tracks/6RJdYpFQwLyNfDc5FbjkgV,https://api.spotify.com/v1/audio-analysis/6RJdYpFQwLyNfDc5FbjkgV,245227,4
Disorder,5fbQCQt91LsVgXusFS0CCD,"{'danceability': 0.32, 'energy': 0.798, 'key': 10, 'loudness': -7.078, 'mode': 0, 'speechiness': 0.124, 'acousticness': 0.00033, 'instrumentalness': 0.692, 'liveness': 0.176, 'valence': 0.74, 'tempo': 84.696, 'type': 'audio_features', 'id': '5fbQCQt91LsVgXusFS0CCD', 'uri': 'spotify:track:5fbQCQt91LsVgXusFS0CCD', 'track_href': 'https://api.spotify.com/v1/tracks/5fbQCQt91LsVgXusFS0CCD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5fbQCQt91LsVgXusFS0CCD', 'duration_ms': 209040, 'time_signature': 4}",0.32,0.798,10,-7.078,0,0.124,0.00033,0.692,0.176,0.74,84.696,audio_features,5fbQCQt91LsVgXusFS0CCD,spotify:track:5fbQCQt91LsVgXusFS0CCD,https://api.spotify.com/v1/tracks/5fbQCQt91LsVgXusFS0CCD,https://api.spotify.com/v1/audio-analysis/5fbQCQt91LsVgXusFS0CCD,209040,4
Before I Forget,6wqJeItl3Vc3az4ZicSQAB,"{'danceability': 0.291, 'energy': 0.974, 'key': 6, 'loudness': -2.997, 'mode': 0, 'speechiness': 0.171, 'acousticness': 0.0177, 'instrumentalness': 5.44e-06, 'liveness': 0.886, 'valence': 0.348, 'tempo': 134.724, 'type': 'audio_features', 'id': '6wqJeItl3Vc3az4ZicSQAB', 'uri': 'spotify:track:6wqJeItl3Vc3az4ZicSQAB', 'track_href': 'https://api.spotify.com/v1/tracks/6wqJeItl3Vc3az4ZicSQAB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6wqJeItl3Vc3az4ZicSQAB', 'duration_ms': 278600, 'time_signature': 4}",0.291,0.974,6,-2.997,0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,audio_features,6wqJeItl3Vc3az4ZicSQAB,spotify:track:6wqJeItl3Vc3az4ZicSQAB,https://api.spotify.com/v1/tracks/6wqJeItl3Vc3az4ZicSQAB,https://api.spotify.com/v1/audio-analysis/6wqJeItl3Vc3az4ZicSQAB,278600,4
The Final Countdown,3MrRksHupTVEQ7YbA0FsZK,"{'danceability': 0.529, 'energy': 0.843, 'key': 6, 'loudness': -6.908, 'mode': 0, 'speechiness': 0.0616, 'acousticness': 0.0628, 'instrumentalness': 0.000827, 'liveness': 0.0608, 'valence': 0.188, 'tempo': 117.662, 'type': 'audio_features', 'id': '3MrRksHupTVEQ7YbA0FsZK', 'uri': 'spotify:track:3MrRksHupTVEQ7YbA0FsZK', 'track_href': 'https://api.spotify.com/v1/tracks/3MrRksHupTVEQ7YbA0FsZK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3MrRksHupTVEQ7YbA0FsZK', 'duration_ms': 310333, 'time_signature': 4}",0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,audio_features,3MrRksHupTVEQ7YbA0FsZK,spotify:track:3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/tracks/3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/audio-analysis/3MrRksHupTVEQ7YbA0FsZK,310333,4
Falling Away From Me,2F6FfZ4w8z3eJpSxPotVO5,"{'danceability': 0.468, 'energy': 0.769, 'key': 4, 'loudness': -7.036, 'mode': 1, 'speechiness': 0.041, 'acousticness': 0.00014, 'instrumentalness': 0.00124, 'liveness': 0.271, 'valence': 0.17, 'tempo': 104.102, 'type': 'audio_features', 'id': '2F6FfZ4w8z3eJpSxPotVO5', 'uri': 'spotify:track:2F6FfZ4w8z3eJpSxPotVO5', 'track_href': 'https://api.spotify.com/v1/tracks/2F6FfZ4w8z3eJpSxPotVO5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2F6FfZ4w8z3eJpSxPotVO5', 'duration_ms': 270920, 'time_signature': 4}",0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,audio_features,2F6FfZ4w8z3eJpSxPotVO5,spotify:track:2F6FfZ4w8z3eJpSxPotVO5,https://api.spotify.com/v1/tracks/2F6FfZ4w8z3eJpSxPotVO5,https://api.spotify.com/v1/audio-analysis/2F6FfZ4w8z3eJpSxPotVO5,270920,4
Sunshine of Your Love,2K2M0TcglCRLLpFOzKeFZA,"{'danceability': 0.683, 'energy': 0.594, 'key': 2, 'loudness': -8.289, 'mode': 1, 'speechiness': 0.0347, 'acousticness': 0.385, 'instrumentalness': 8.61e-05, 'liveness': 0.121, 'valence': 0.734, 'tempo': 115.099, 'type': 'audio_features', 'id': '2K2M0TcglCRLLpFOzKeFZA', 'uri': 'spotify:track:2K2M0TcglCRLLpFOzKeFZA', 'track_href': 'https://api.spotify.com/v1/tracks/2K2M0TcglCRLLpFOzKeFZA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2K2M0TcglCRLLpFOzKeFZA', 'duration_ms': 250400, 'time_signature': 4}",0.683,0.594,2,-8.289,1,0.0347,0.385,8.61e-05,0.121,0.734,115.099,audio_features,2K2M0TcglCRLLpFOzKeFZA,spotify:track:2K2M0TcglCRLLpFOzKeFZA,https://api.spotify.com/v1/tracks/2K2M0TcglCRLLpFOzKeFZA,https://api.spotify.com/v1/audio-analysis/2K2M0TcglCRLLpFOzKeFZA,250400,4
Marcus Garvey,30ELPvO4DH57Rq2kgj7a8e,"{'danceability': 0.7, 'energy': 0.473, 'key': 7, 'loudness': -9.893, 'mode': 0, 'speechiness': 0.0687, 'acousticness': 0.129, 'instrumentalness': 0.000891, 'liveness': 0.0452, 'valence': 0.578, 'tempo': 91.558, 'type': 'audio_features', 'id': '30ELPvO4DH57Rq2kgj7a8e', 'uri': 'spotify:track:30ELPvO4DH57Rq2kgj7a8e', 'track_href': 'https://api.spotify.com/v1/tracks/30ELPvO4DH57Rq2kgj7a8e', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/30ELPvO4DH57Rq2kgj7a8e', 'duration_ms': 207000, 'time_signature': 4}",0.7,0.473,7,-9.893,0,0.0687,0.129,0.000891,0.0452,0.578,91.558,audio_features,30ELPvO4DH57Rq2kgj7a8e,spotify:track:30ELPvO4DH57Rq2kgj7a8e,https://api.spotify.com/v1/tracks/30ELPvO4DH57Rq2kgj7a8e,https://api.spotify.com/v1/audio-analysis/30ELPvO4DH57Rq2kgj7a8e,207000,4
